ID_OKRSKY,Rebelové,MZH,JaSaN,VÝZVA,SMSka,SPD,ČSSD,PŘÍSAHA,Levice,ČR1,SPOLU,Švýcarská dem.,Nevolte Urza.cz,HOP Hydra,Generace,Piráti,Koruna Česká,Volt,PB,AUTO,BPS,ANO,STAN,Kruh,Stačilo!,Voluntia,OBEC,OKRES,ODEVZ_OBAL,PL_HL_CELK,ID_OKRSKY_%,Rebelové_%,MZH_%,JaSaN_%,VÝZVA_%,SMSka_%,SPD_%,ČSSD_%,PŘÍSAHA_%,Levice_%,ČR1_%,SPOLU_%,Švýcarská dem._%,Nevolte Urza.cz_%,HOP Hydra_%,Generace_%,Piráti_%,Koruna Česká_%,Volt_%,PB_%,AUTO_%,BPS_%,ANO_%,STAN_%,Kruh_%,Stačilo!_%,Voluntia_%,NEPL_HLASY_%
20121,0,0,1,2,2,154,3,21,1,2,711,3,0,4,8,182,1,1,0,153,0,768,256,0,144,6,1662705,8106,2450,2423,830.4168386297978,0.0,0.0,0.04127115146512588,0.08254230293025176,0.08254230293025176,6.355757325629385,0.12381345439537762,0.8666941807676434,0.04127115146512588,0.08254230293025176,29.343788691704496,0.12381345439537762,0.0,0.16508460586050352,0.33016921172100705,7.5113495666529095,0.04127115146512588,0.04127115146512588,0.0,6.3144861741642595,0.0,31.69624432521667,10.565414775072226,0.0,5.943045810978127,0.24762690879075525,0.011020408163265327
6709,1,0,1,0,0,51,2,4,0,6,248,3,0,0,2,46,1,1,0,56,0,248,96,0,26,0,554243,8106,801,792,847.0959595959595,0.12626262626262627,0.0,0.12626262626262627,0.0,0.0,6.4393939393939394,0.25252525252525254,0.5050505050505051,0.0,0.7575757575757576,31.313131313131315,0.3787878787878788,0.0,0.0,0.25252525252525254,5.808080808080808,0.12626262626262627,0.12626262626262627,0.0,7.07070707070707,0.0,31.313131313131315,12.121212121212121,0.0,3.2828282828282833,0.0,0.011235955056179803
20136,0,0,3,0,0,34,1,0,0,0,19,0,0,0,1,5,0,0,0,22,0,114,13,0,9,0,1662780,3201,224,221,9111.31221719457,0.0,0.0,1.3574660633484164,0.0,0.0,15.384615384615385,0.4524886877828055,0.0,0.0,0.0,8.597285067873303,0.0,0.0,0.0,0.4524886877828055,2.262443438914027,0.0,0.0,0.0,9.95475113122172,0.0,51.58371040723983,5.88235294117647,0.0,4.072398190045249,0.0,0.013392857142857095
60471,7,1,6,2,2,431,13,45,6,17,825,9,0,2,18,396,6,1,0,294,0,2349,437,0,278,2,4988574,8106,5221,5147,1174.8785700408005,0.13600155430347774,0.019428793471925394,0.11657276083155237,0.03885758694385079,0.03885758694385079,8.373809986399845,0.25257431513503015,0.8742957062366428,0.11657276083155237,0.3302894890227317,16.02875461433845,0.17485914124732854,0.0,0.03885758694385079,0.3497182824946571,7.693802214882456,0.11657276083155237,0.019428793471925394,0.0,5.7120652807460655,0.0,45.63823586555275,8.490382747231397,0.0,5.401204585195259,0.03885758694385079,0.014173529975100574
33630,0,0,1,0,0,145,2,16,0,4,257,5,0,1,6,109,5,3,0,155,0,793,163,0,80,3,2771470,3201,1762,1748,1923.913043478261,0.0,0.0,0.057208237986270026,0.0,0.0,8.295194508009153,0.11441647597254005,0.9153318077803204,0.0,0.2288329519450801,14.702517162471395,0.2860411899313501,0.0,0.057208237986270026,0.34324942791762014,6.2356979405034325,0.2860411899313501,0.17162471395881007,0.0,8.867276887871855,0.0,45.36613272311213,9.324942791762014,0.0,4.576659038901601,0.17162471395881007,0.007945516458569779
13459,2,3,1,2,0,131,0,10,0,4,401,2,0,0,6,133,1,2,0,131,0,728,153,0,77,4,1108616,8106,1814,1791,751.4796203238415,0.11166945840312675,0.16750418760469013,0.05583472920156338,0.11166945840312675,0.0,7.314349525404802,0.0,0.5583472920156337,0.0,0.2233389168062535,22.389726409826913,0.11166945840312675,0.0,0.0,0.33500837520938026,7.426018983807929,0.05583472920156338,0.11166945840312675,0.0,7.314349525404802,0.0,40.647682858738136,8.542713567839195,0.0,4.29927414852038,0.2233389168062535,0.012679162072767314
6732,1,1,0,1,2,58,3,14,1,0,221,2,0,1,3,49,1,0,0,56,0,312,89,0,27,1,554324,8106,855,843,798.576512455516,0.11862396204033215,0.11862396204033215,0.0,0.11862396204033215,0.2372479240806643,6.880189798339265,0.3558718861209964,1.6607354685646498,0.11862396204033215,0.0,26.215895610913403,0.2372479240806643,0.0,0.11862396204033215,0.3558718861209964,5.812574139976276,0.11862396204033215,0.0,0.0,6.642941874258599,0.0,37.01067615658363,10.55753262158956,0.0,3.202846975088968,0.11862396204033215,0.01403508771929829
6733,2,1,0,1,2,82,1,15,0,1,230,2,0,1,4,81,0,0,0,91,0,456,126,0,46,0,554332,8106,1161,1142,589.5796847635727,0.17513134851138354,0.08756567425569177,0.0,0.08756567425569177,0.17513134851138354,7.180385288966725,0.08756567425569177,1.3134851138353765,0.0,0.08756567425569177,20.140105078809107,0.17513134851138354,0.0,0.08756567425569177,0.3502626970227671,7.092819614711034,0.0,0.0,0.0,7.968476357267951,0.0,39.92994746059544,11.033274956217163,0.0,4.028021015761821,0.0,0.01636520241171402
6736,1,0,0,0,0,43,0,4,1,0,35,0,0,0,1,20,0,1,0,23,0,133,99,0,14,0,554367,8106,386,375,1796.2666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,11.466666666666667,0.0,1.0666666666666667,0.26666666666666666,0.0,9.333333333333334,0.0,0.0,0.0,0.26666666666666666,5.333333333333334,0.0,0.26666666666666666,0.0,6.133333333333333,0.0,35.46666666666667,26.400000000000002,0.0,3.733333333333334,0.0,0.02849740932642486
6737,2,1,1,2,0,43,0,14,1,1,169,0,0,1,1,53,0,0,0,60,0,284,94,0,31,2,554375,8106,764,760,886.4473684210527,0.2631578947368421,0.13157894736842105,0.13157894736842105,0.2631578947368421,0.0,5.657894736842105,0.0,1.8421052631578945,0.13157894736842105,0.13157894736842105,22.236842105263158,0.0,0.0,0.13157894736842105,0.13157894736842105,6.973684210526315,0.0,0.0,0.0,7.894736842105263,0.0,37.368421052631575,12.368421052631579,0.0,4.078947368421053,0.2631578947368421,0.005235602094240788
